,train_loss,valid_loss,epoch,learning_rate,batch_size_train,batch_size_valid
0,0.03835248475856248,0.003664696185672977,1,0.001,64,64
1,0.004603209711012316,0.002698821958017953,2,0.0009755282581475768,64,64
2,0.0038007285028737606,0.002288712747595755,3,0.0009045084971874737,64,64
3,0.0030554052934372543,0.002208533499124942,4,0.0007938926261462366,64,64
4,0.0018397755144063564,0.0007069102713761948,5,0.0006545084971874737,64,64
5,0.0008763172414905105,0.0006078444468961418,6,0.0005,64,64
6,0.0006452311191934621,0.0005308843357287797,7,0.00034549150281252633,64,64
7,0.0005481196615561933,0.00038592099723434235,8,0.00020610737385376348,64,64
8,0.0005042181047026698,0.00037064391089470833,9,9.549150281252633e-05,64,64
9,0.0004840840812301658,0.00037197624410980316,10,2.4471741852423235e-05,64,64
10,0.0006388191121403599,0.00037162285097392983,11,0.001,64,64
11,0.0005503402431936914,0.00048309979696380747,12,0.0009755282581475768,64,64
12,0.0004893311694395109,0.0003437049063936213,13,0.0009045084971874737,64,64
13,0.00043909719731437117,0.0003700149712225037,14,0.0007938926261462366,64,64
14,0.00041762854910211563,0.00032782563922127933,15,0.0006545084971874737,64,64
15,0.00040176146169068454,0.0003570809894881677,16,0.0005,64,64
16,0.0003954968851758167,0.00032232134354075995,17,0.00034549150281252633,64,64
17,0.0003712653529420876,0.00031491763391010145,18,0.00020610737385376348,64,64
18,0.00035912509303069135,0.0003371528179960823,19,9.549150281252633e-05,64,64
19,0.0003538534011571498,0.00029477104256110236,20,2.4471741852423235e-05,64,64
20,0.0004794697088884453,0.0003174462288935219,21,0.001,64,64
21,0.00043817127149874086,0.0004169225578842653,22,0.0009755282581475768,64,64
22,0.00040922476661211523,0.00033731817479590596,23,0.0009045084971874737,64,64
23,0.00037641344220008783,0.00035926521891740086,24,0.0007938926261462366,64,64
24,0.0003633701022226211,0.00038281542583717965,25,0.0006545084971874737,64,64
25,0.00035676705530025826,0.0003142675652333278,26,0.0005,64,64
26,0.0003466493069591541,0.0003602419867469319,27,0.00034549150281252633,64,64
27,0.00032779996924502184,0.00026979687754646875,28,0.00020610737385376348,64,64
28,0.0003198144639228543,0.00026598713056641984,29,9.549150281252633e-05,64,64
29,0.00031036209032895065,0.00026653722946728774,30,2.4471741852423235e-05,64,64
30,0.00042715506886952594,0.00037061539026988865,31,0.001,64,64
31,0.0003802557323854174,0.0004336863253386049,32,0.0009755282581475768,64,64
32,0.000385591200218349,0.0002686888515670254,33,0.0009045084971874737,64,64
33,0.0003456966786495614,0.00027591503397882757,34,0.0007938926261462366,64,64
34,0.00034059729995327174,0.00026971241647421766,35,0.0006545084971874737,64,64
35,0.00032547916640349243,0.00024956199684248565,36,0.0005,64,64
36,0.0003109297330069726,0.00026658856322996896,37,0.00034549150281252633,64,64
37,0.00030040216232307226,0.00029207523954843554,38,0.00020610737385376348,64,64
38,0.000293216407325008,0.00025194725997701835,39,9.549150281252633e-05,64,64
39,0.00028683935554107813,0.00024982043885694145,40,2.4471741852423235e-05,64,64
40,0.00038595864143340286,0.0003924481997242326,41,0.001,64,64
41,0.00037396027340655836,0.0002820241393708094,42,0.0009755282581475768,64,64
42,0.0003490114276107837,0.0002567899686380707,43,0.0009045084971874737,64,64
43,0.00031843524583966774,0.00034781660787271465,44,0.0007938926261462366,64,64
44,0.0003288640511061193,0.00030020046976679966,45,0.0006545084971874737,64,64
45,0.0002987517908840444,0.0002973547165436622,46,0.0005,64,64
46,0.00029052160895597464,0.00024225285973255363,47,0.00034549150281252633,64,64
47,0.0002844490158046184,0.00024530753605710024,48,0.00020610737385376348,64,64
48,0.00027365493020137986,0.0002422953614862716,49,9.549150281252633e-05,64,64
49,0.00026936766825232057,0.00023869553623281434,50,2.4471741852423235e-05,64,64
50,0.00034657524566280353,0.0002506584914326909,51,0.001,64,64
