,train_loss,valid_loss,epoch,learning_rate,batch_size_train,batch_size_valid
0,0.0330280856901025,0.0037324988315331526,1,0.001,64,64
1,0.004540280698622026,0.002845318183094135,2,0.0009755282581475768,64,64
2,0.003708374829786279,0.0024362033321361602,3,0.0009045084971874737,64,64
3,0.002768386978496794,0.002408696282333855,4,0.0007938926261462366,64,64
4,0.0014751268553782988,0.0006998915778240189,5,0.0006545084971874737,64,64
5,0.0008585096555883168,0.0006474768714066033,6,0.0005,64,64
6,0.0007551483083758711,0.0005751395189596726,7,0.00034549150281252633,64,64
7,0.0007001068620495914,0.0006222210281050828,8,0.00020610737385376348,64,64
8,0.0006767881721072938,0.0005298276002326146,9,9.549150281252633e-05,64,64
9,0.0006605556248133261,0.0005327952890967999,10,2.4471741852423235e-05,64,64
10,0.0008061969248996875,0.0006086302490639982,11,0.001,64,64
11,0.0007496309724374982,0.00062860230260914,12,0.0009755282581475768,64,64
12,0.0007066769234586825,0.000528013463140112,13,0.0009045084971874737,64,64
13,0.0006829749024213468,0.0008781872246141449,14,0.0007938926261462366,64,64
14,0.0006462403710067729,0.0008158073845873426,15,0.0006545084971874737,64,64
15,0.0006291807851395795,0.0005226490832463806,16,0.0005,64,64
16,0.0006035249024633055,0.0004973373678663408,17,0.00034549150281252633,64,64
17,0.0005918483756293047,0.0005042754942380646,18,0.00020610737385376348,64,64
18,0.0005784530752402519,0.0005259133560747583,19,9.549150281252633e-05,64,64
19,0.0005670397381859115,0.000490737990887659,20,2.4471741852423235e-05,64,64
20,0.000730942630621892,0.0005438771708025437,21,0.001,64,64
21,0.0006655237294922212,0.00054423680006133,22,0.0009755282581475768,64,64
22,0.0006391954568013909,0.0005488430587916057,23,0.0009045084971874737,64,64
23,0.0006270980976130744,0.0007403461548102345,24,0.0007938926261462366,64,64
24,0.0005910052739596167,0.0004901261186048565,25,0.0006545084971874737,64,64
25,0.0005896794736310909,0.0005048786135438573,26,0.0005,64,64
26,0.0005659820305505512,0.0004958978448673312,27,0.00034549150281252633,64,64
27,0.0005475488363905397,0.0004697284515212483,28,0.00020610737385376348,64,64
28,0.0005447417181712268,0.000465216572875165,29,9.549150281252633e-05,64,64
29,0.0005291010979969802,0.00046828724765058224,30,2.4471741852423235e-05,64,64
30,0.0006623300161129591,0.000508649111875927,31,0.001,64,64
31,0.000633842322943372,0.0004836369711295541,32,0.0009755282581475768,64,64
32,0.0005957296386025292,0.000541669538381092,33,0.0009045084971874737,64,64
33,0.000571349785350727,0.0004729517248302602,34,0.0007938926261462366,64,64
34,0.0005804591753336577,0.0005034937057644129,35,0.0006545084971874737,64,64
35,0.0005553376224310896,0.0004616040764787989,36,0.0005,64,64
36,0.0005346973510813938,0.00047275015784744657,37,0.00034549150281252633,64,64
37,0.0005240147890303229,0.00047728474475724363,38,0.00020610737385376348,64,64
38,0.0005128757642334514,0.00045259033454228835,39,9.549150281252633e-05,64,64
39,0.000505635733729173,0.0004523931322559104,40,2.4471741852423235e-05,64,64
40,0.0006105371822947533,0.0006162596849929381,41,0.001,64,64
41,0.0006411993723764296,0.000494951682600819,42,0.0009755282581475768,64,64
42,0.0005752924056360186,0.0004700916885259834,43,0.0009045084971874737,64,64
43,0.000567430328360506,0.0004649610983223879,44,0.0007938926261462366,64,64
44,0.0005573186959351194,0.0005330963447641838,45,0.0006545084971874737,64,64
45,0.0005295678440240803,0.0005712799287846729,46,0.0005,64,64
46,0.0005151954268323444,0.00047346613478268786,47,0.00034549150281252633,64,64
47,0.0005086987123774455,0.00045884061421083027,48,0.00020610737385376348,64,64
48,0.0004967386488323221,0.0004526911286340127,49,9.549150281252633e-05,64,64
49,0.0004884604058231895,0.00044134858850658677,50,2.4471741852423235e-05,64,64
50,0.0006227535533209827,0.000525975302574305,51,0.001,64,64
51,0.0005714585354376834,0.000494614710423148,52,0.0009755282581475768,64,64
52,0.0005635044128083551,0.00046121983303174636,53,0.0009045084971874737,64,64
53,0.0005468068920079356,0.00046714477402615715,54,0.0007938926261462366,64,64
54,0.0005350738637115577,0.0004498369090815059,55,0.0006545084971874737,64,64
55,0.0005143910388831831,0.0004583116096910089,56,0.0005,64,64
56,0.0005016775544712036,0.0004998986676519994,57,0.00034549150281252633,64,64
57,0.0004921196033242487,0.0004473704473890268,58,0.00020610737385376348,64,64
58,0.00047838264663199997,0.00043544196210107124,59,9.549150281252633e-05,64,64
59,0.0004717165174817002,0.0004359689982234629,60,2.4471741852423235e-05,64,64
60,0.0005692352618581571,0.0005585297760011725,61,0.001,64,64
61,0.0005679704394099756,0.00043774410733021796,62,0.0009755282581475768,64,64
62,0.000546716614197905,0.0004729389686966395,63,0.0009045084971874737,64,64
63,0.0005463246283377608,0.0005486509203208322,64,0.0007938926261462366,64,64
64,0.0005069132303004586,0.000477296109803037,65,0.0006545084971874737,64,64
65,0.0005028950642070778,0.0004985958492335189,66,0.0005,64,64
66,0.000495072440635915,0.00045644268990646853,67,0.00034549150281252633,64,64
67,0.000476012295492852,0.00044381730674950665,68,0.00020610737385376348,64,64
68,0.0004659719868726703,0.00043916471296487824,69,9.549150281252633e-05,64,64
69,0.00046004545367470004,0.00043859775579566584,70,2.4471741852423235e-05,64,64
70,0.000553892415036797,0.0004926060759442344,71,0.001,64,64
71,0.0005306131181568531,0.00047682851072750054,72,0.0009755282581475768,64,64
72,0.0005265572851612042,0.0004861876791280871,73,0.0009045084971874737,64,64
73,0.0005200324133994945,0.00044285841632417627,74,0.0007938926261462366,64,64
74,0.0005028159683267326,0.0005831379455450023,75,0.0006545084971874737,64,64
75,0.0004972265716828233,0.000485019982142117,76,0.0005,64,64
76,0.0004801829249232827,0.000443531831290878,77,0.00034549150281252633,64,64
77,0.0004656639889871085,0.00043522205268000736,78,0.00020610737385376348,64,64
78,0.00045682774932637854,0.00042048080398797476,79,9.549150281252633e-05,64,64
79,0.00045203906381165187,0.00042717439684001246,80,2.4471741852423235e-05,64,64
80,0.0005289892528420764,0.00046860092472092343,81,0.001,64,64
81,0.0005449821742348456,0.0008876143080575777,82,0.0009755282581475768,64,64
82,0.0005146368893255483,0.0005217830483412273,83,0.0009045084971874737,64,64
83,0.0005207337852572628,0.00045823114035964207,84,0.0007938926261462366,64,64
84,0.0004964067898630113,0.0005682211197162015,85,0.0006545084971874737,64,64
85,0.000486171270816303,0.0004486299428741592,86,0.0005,64,64
86,0.00047051236007473394,0.0004569699577304759,87,0.00034549150281252633,64,64
87,0.0004576840558042577,0.0004231802715743282,88,0.00020610737385376348,64,64
88,0.00045082626900450436,0.0004368753504642317,89,9.549150281252633e-05,64,64
89,0.0004459525944083431,0.0004244735652625015,90,2.4471741852423235e-05,64,64
90,0.0005397352119076817,0.00046666999132239967,91,0.001,64,64
91,0.0005174564700430868,0.0004519306846838123,92,0.0009755282581475768,64,64
92,0.0005210421646302081,0.0004782016973155711,93,0.0009045084971874737,64,64
93,0.0004964743156183414,0.0004540128535029061,94,0.0007938926261462366,64,64
94,0.00048348797652065465,0.0005218733494984917,95,0.0006545084971874737,64,64
95,0.00047775302658967163,0.00043515653268169164,96,0.0005,64,64
