,train_loss,valid_loss,epoch,learning_rate,batch_size_train,batch_size_valid
0,0.013911615943908,0.001749152161366437,1,0.001,64,64
1,0.0013161618132659376,0.0008555578405970179,2,0.0009755282581475768,64,64
2,0.0010661380392472215,0.0008962365467919245,3,0.0009045084971874737,64,64
3,0.0010144012437371262,0.0008388873664021791,4,0.0007938926261462366,64,64
4,0.0009622335856954816,0.0008114369220519305,5,0.0006545084971874737,64,64
5,0.0009135892093443509,0.0007772857534604409,6,0.0005,64,64
6,0.0008897953895188301,0.0007786790347147071,7,0.00034549150281252633,64,64
7,0.0008604499979888069,0.0007485726597734906,8,0.00020610737385376348,64,64
8,0.0008422235334974141,0.0007371589643840697,9,9.549150281252633e-05,64,64
9,0.000827419116781686,0.0007406692036439566,10,2.4471741852423235e-05,64,64
10,0.0010002271945119751,0.0007777330167905126,11,0.001,64,64
11,0.0009223318303911055,0.000762692411723053,12,0.0009755282581475768,64,64
12,0.0008984008130582328,0.0007722293296768824,13,0.0009045084971874737,64,64
13,0.0008902342021807785,0.0007573991784936665,14,0.0007938926261462366,64,64
14,0.0008571827260023892,0.0007933561286867668,15,0.0006545084971874737,64,64
15,0.0008325122258100976,0.0007428668491424923,16,0.0005,64,64
16,0.0008207068938519621,0.0007559434003910493,17,0.00034549150281252633,64,64
17,0.0007959833918969643,0.0007682431645672715,18,0.00020610737385376348,64,64
18,0.0007800290440407793,0.0007108597692474456,19,9.549150281252633e-05,64,64
19,0.0007674665312882517,0.0006985924487538571,20,2.4471741852423235e-05,64,64
20,0.0009042605887871116,0.0007462415833861426,21,0.001,64,64
21,0.0008569362338984038,0.0008685747280758259,22,0.0009755282581475768,64,64
22,0.0008524816454982797,0.0007554476172229633,23,0.0009045084971874737,64,64
23,0.0008281097080839432,0.0007489515804715006,24,0.0007938926261462366,64,64
24,0.0008010280195739333,0.0007206088158483471,25,0.0006545084971874737,64,64
25,0.0007800092636529881,0.0008061490157408303,26,0.0005,64,64
26,0.0007500571127314977,0.000717742136915756,27,0.00034549150281252633,64,64
27,0.0007335792101153526,0.0007029806656021102,28,0.00020610737385376348,64,64
28,0.0007120690468096661,0.0006871352689894434,29,9.549150281252633e-05,64,64
29,0.0007011840975517004,0.000695601313753203,30,2.4471741852423235e-05,64,64
30,0.0008274957313742236,0.0006724107165935645,31,0.001,64,64
31,0.0008060878713063237,0.0009300414969668294,32,0.0009755282581475768,64,64
32,0.0007868768417504381,0.0009133157264948276,33,0.0009045084971874737,64,64
33,0.0007698385738028036,0.0007322675092839622,34,0.0007938926261462366,64,64
34,0.0007494953929746526,0.0007872239325961423,35,0.0006545084971874737,64,64
35,0.0007373496385841493,0.0006763347335170453,36,0.0005,64,64
36,0.0007111335747627189,0.0006970310322943685,37,0.00034549150281252633,64,64
37,0.000690028093779996,0.0006846965167686119,38,0.00020610737385376348,64,64
38,0.0006753178477420832,0.0006844889319049498,39,9.549150281252633e-05,64,64
39,0.00066481362955978,0.0006852316561543295,40,2.4471741852423235e-05,64,64
40,0.0007856336330672051,0.0006702450884774296,41,0.001,64,64
41,0.000758770559292761,0.0007028620922604421,42,0.0009755282581475768,64,64
42,0.0007470030319152863,0.000855513353015491,43,0.0009045084971874737,64,64
43,0.0007325674734413348,0.0007303465093702164,44,0.0007938926261462366,64,64
44,0.0007129395610856626,0.0007288084726681916,45,0.0006545084971874737,64,64
45,0.000695788536588598,0.0006942928610749831,46,0.0005,64,64
46,0.0006789723834628987,0.0006751564279149279,47,0.00034549150281252633,64,64
47,0.0006604631133095508,0.0007082237047310064,48,0.00020610737385376348,64,64
48,0.0006465813847202854,0.0006852659262065645,49,9.549150281252633e-05,64,64
49,0.0006371026726514999,0.0006990397928074472,50,2.4471741852423235e-05,64,64
50,0.0007526194350822738,0.0006720920511652157,51,0.001,64,64
51,0.0007326143643529844,0.0007317704174442105,52,0.0009755282581475768,64,64
52,0.0007240543653454622,0.0007690053381810344,53,0.0009045084971874737,64,64
53,0.0007074423591138355,0.0007218314495029723,54,0.0007938926261462366,64,64
54,0.0006874346135302742,0.0006951191848681647,55,0.0006545084971874737,64,64
55,0.0006748166061406529,0.0007160958084464606,56,0.0005,64,64
56,0.0006585124721353452,0.0006889622199167644,57,0.00034549150281252633,64,64
57,0.0006413021822024266,0.0007014156804209239,58,0.00020610737385376348,64,64
58,0.0006278400042340935,0.0006871080754627006,59,9.549150281252633e-05,64,64
59,0.0006190670818188003,0.0006857168532001991,60,2.4471741852423235e-05,64,64
60,0.0007255445245090166,0.0006962697596067728,61,0.001,64,64
61,0.000708896217040881,0.0007529953396432155,62,0.0009755282581475768,64,64
62,0.0007076199755460549,0.0007017745230617775,63,0.0009045084971874737,64,64
63,0.0006881294276580279,0.0007619293060361869,64,0.0007938926261462366,64,64
64,0.0006709898453912662,0.0006987981578798159,65,0.0006545084971874737,64,64
65,0.0006576629744943954,0.0007096596119223552,66,0.0005,64,64
66,0.0006394935494455151,0.0006799082063107797,67,0.00034549150281252633,64,64
67,0.000621981746095494,0.0006895178225475836,68,0.00020610737385376348,64,64
68,0.0006097944646760618,0.000686648023417513,69,9.549150281252633e-05,64,64
69,0.0006017559195204715,0.0006957667093623275,70,2.4471741852423235e-05,64,64
70,0.0007091122986279699,0.0008704074934314413,71,0.001,64,64
71,0.0006924118879823905,0.0006895581004977023,72,0.0009755282581475768,64,64
72,0.0006818880503467653,0.0006734825027599546,73,0.0009045084971874737,64,64
73,0.0006666704041893998,0.0006899686660657618,74,0.0007938926261462366,64,64
